Tennis US Open 2011 Mens Tournament The Final Djokovic v Nadal 
Match Odds
1315857600000
Mon Sep 12 21:00:00 BST 2011
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1315856281864,0,ACTIVE,2251410,Rafael Nadal,2.7,2590.05,2.72,2293.32,721171.0,2.7,
1315856282864,0,ACTIVE,2251410,Rafael Nadal,2.7,2511.5,2.72,2293.32,721328.06,2.7,
1315856283864,0,ACTIVE,2251410,Rafael Nadal,2.7,2461.5,2.72,2293.32,721428.06,2.7,
1315856284864,0,ACTIVE,2251410,Rafael Nadal,2.7,2375.73,2.72,2293.32,721599.6,2.7,
1315856286864,0,ACTIVE,2249229,Novak Djokovic,1.58,61936.28,1.59,33868.3,3189211.2,1.58,
1315856289864,0,ACTIVE,2249229,Novak Djokovic,1.58,61946.34,1.59,33868.3,3189211.2,1.58,
1315856289864,0,ACTIVE,2251410,Rafael Nadal,2.7,2158.2,2.72,2293.32,722034.7,2.7,
1315856290864,0,ACTIVE,2249229,Novak Djokovic,1.58,61612.09,1.59,33804.31,3190005.2,1.59,
1315856292864,0,ACTIVE,2249229,Novak Djokovic,1.58,61582.09,1.59,33779.31,3190115.2,1.59,
1315856293864,0,ACTIVE,2249229,Novak Djokovic,1.58,61582.09,1.59,33779.31,3190115.2,1.59,
1315856294864,0,ACTIVE,2251410,Rafael Nadal,2.7,2149.62,2.72,2293.32,722051.8,2.7,
1315856296864,0,ACTIVE,2249229,Novak Djokovic,1.58,61582.09,1.59,33934.98,3190121.2,1.59,
1315856301864,0,ACTIVE,2251410,Rafael Nadal,2.7,2107.59,2.72,2293.32,722135.9,2.7,
1315856304864,0,ACTIVE,2249229,Novak Djokovic,1.58,61642.13,1.59,33934.98,3190121.2,1.59,
1315856304864,0,ACTIVE,2251410,Rafael Nadal,2.7,2107.59,2.72,2236.71,722135.9,2.7,
1315856305864,0,ACTIVE,2249229,Novak Djokovic,1.58,61642.13,1.59,33922.11,3190147.0,1.59,
1315856305864,0,ACTIVE,2251410,Rafael Nadal,2.7,2087.59,2.72,2253.87,722175.9,2.7,
1315856306864,0,ACTIVE,2251410,Rafael Nadal,2.7,4114.08,2.72,2253.87,722175.9,2.7,
1315856307864,0,ACTIVE,2249229,Novak Djokovic,1.58,58245.1,1.59,33922.11,3190147.0,1.59,
1315856309864,0,ACTIVE,2251410,Rafael Nadal,2.7,4103.79,2.72,2253.87,722196.5,2.7,
1315856311864,0,ACTIVE,2249229,Novak Djokovic,1.58,58235.8,1.59,33922.11,3190165.5,1.58,
1315856313864,0,ACTIVE,2249229,Novak Djokovic,1.58,58234.08,1.59,33922.11,3190169.0,1.58,
1315856315864,0,ACTIVE,2249229,Novak Djokovic,1.58,58234.08,1.59,32206.7,3193599.8,1.59,
1315856315864,0,ACTIVE,2251410,Rafael Nadal,2.7,4103.79,2.72,2168.1,722196.5,2.7,
1315856318864,0,ACTIVE,2251410,Rafael Nadal,2.7,4103.79,2.72,2191.43,722196.5,2.7,
1315856321864,0,ACTIVE,2249229,Novak Djokovic,1.58,58164.08,1.59,32206.7,3193739.8,1.58,
1315856323864,0,ACTIVE,2249229,Novak Djokovic,1.58,58165.34,1.59,32206.7,3193739.8,1.58,
1315856325864,0,ACTIVE,2251410,Rafael Nadal,2.7,4322.5,2.72,2191.43,722196.5,2.7,
1315856327864,0,ACTIVE,2251410,Rafael Nadal,2.7,4302.5,2.72,2191.43,722236.5,2.7,
1315856328864,0,ACTIVE,2251410,Rafael Nadal,2.7,4302.5,2.72,2091.43,722236.5,2.7,
1315856330864,0,ACTIVE,2251410,Rafael Nadal,2.7,4004.44,2.72,2091.43,722832.6,2.7,
1315856331864,0,ACTIVE,2249229,Novak Djokovic,1.58,58165.34,1.59,32201.8,3193749.5,1.59,
1315856333864,0,ACTIVE,2251410,Rafael Nadal,2.7,3981.28,2.72,2091.43,722878.94,2.7,
1315856335864,0,ACTIVE,2251410,Rafael Nadal,2.7,3981.28,2.72,2100.86,722878.94,2.7,
1315856336864,0,ACTIVE,2249229,Novak Djokovic,1.58,58165.34,1.59,32101.8,3193949.5,1.59,
1315856337864,0,ACTIVE,2251410,Rafael Nadal,2.7,3263.21,2.72,2100.86,724315.06,2.7,
1315856338864,0,ACTIVE,2249229,Novak Djokovic,1.58,58749.88,1.59,32101.8,3193949.5,1.59,
1315856339864,0,ACTIVE,2249229,Novak Djokovic,1.58,58781.61,1.59,32101.8,3193949.5,1.59,
1315856339864,0,ACTIVE,2251410,Rafael Nadal,2.7,3263.21,2.72,2160.9,724315.06,2.7,
1315856342864,0,ACTIVE,2249229,Novak Djokovic,1.58,58781.61,1.59,32099.8,3193953.5,1.59,
1315856346864,0,ACTIVE,2251410,Rafael Nadal,2.7,3248.08,2.72,2160.9,724345.3,2.7,
1315856347864,0,ACTIVE,2249229,Novak Djokovic,1.58,58781.61,1.59,32101.06,3193953.5,1.59,
1315856353864,0,ACTIVE,2251410,Rafael Nadal,2.7,3246.37,2.72,2160.9,724348.75,2.7,
1315856354864,0,ACTIVE,2251410,Rafael Nadal,2.7,3237.79,2.72,2160.9,724365.94,2.7,
1315856356864,0,ACTIVE,2251410,Rafael Nadal,2.7,3237.79,2.72,2118.01,724451.7,2.72,
1315856358864,0,ACTIVE,2249229,Novak Djokovic,1.58,58781.61,1.59,29383.36,3193953.5,1.59,
1315856360864,0,ACTIVE,2251410,Rafael Nadal,2.68,17268.12,2.7,762.2,730927.3,2.7,
1315856361864,0,ACTIVE,2249229,Novak Djokovic,1.58,67061.8,1.59,27355.61,3193953.5,1.59,
1315856361864,0,ACTIVE,2251410,Rafael Nadal,2.68,17907.97,2.7,762.2,730927.3,2.7,
1315856362864,0,ACTIVE,2249229,Novak Djokovic,1.58,67016.15,1.59,27355.61,3194045.0,1.58,
1315856362864,0,ACTIVE,2251410,Rafael Nadal,2.68,17865.08,2.7,850.97,730927.3,2.7,
1315856363864,0,ACTIVE,2249229,Novak Djokovic,1.59,2644.37,1.6,32198.01,3205490.0,1.59,
1315856364864,0,ACTIVE,2249229,Novak Djokovic,1.59,2575.75,1.6,32198.01,3205627.2,1.59,
1315856364864,0,ACTIVE,2251410,Rafael Nadal,2.68,17841.37,2.7,2769.04,730927.3,2.7,
1315856365864,0,ACTIVE,2249229,Novak Djokovic,1.59,45833.77,1.6,32198.01,3205627.2,1.59,
1315856365864,0,ACTIVE,2251410,Rafael Nadal,2.68,13262.21,2.7,3262.07,730927.3,2.7,
1315856366864,0,ACTIVE,2249229,Novak Djokovic,1.59,45833.77,1.6,32250.82,3205627.2,1.59,
1315856366864,0,ACTIVE,2251410,Rafael Nadal,2.68,13262.21,2.7,4190.81,730927.3,2.7,
1315856367864,0,ACTIVE,2249229,Novak Djokovic,1.59,45833.77,1.6,32250.82,3205627.2,1.59,
1315856368864,0,ACTIVE,2249229,Novak Djokovic,1.59,45878.37,1.6,32250.82,3205627.2,1.59,
1315856368864,0,ACTIVE,2251410,Rafael Nadal,2.68,13004.9,2.7,4190.81,730927.3,2.7,
1315856369864,0,ACTIVE,2249229,Novak Djokovic,1.59,46047.9,1.6,32250.82,3205627.2,1.59,
1315856369864,0,ACTIVE,2251410,Rafael Nadal,2.68,10051.39,2.7,5404.97,730927.3,2.7,
1315856370864,0,ACTIVE,2251410,Rafael Nadal,2.68,9622.53,2.7,5404.97,730927.3,2.7,
1315856371864,0,ACTIVE,2249229,Novak Djokovic,1.59,46203.66,1.6,32250.82,3205627.2,1.59,
1315856371864,0,ACTIVE,2251410,Rafael Nadal,2.68,9622.53,2.7,6194.33,730927.3,2.7,
1315856372864,0,ACTIVE,2249229,Novak Djokovic,1.59,46193.66,1.6,32250.82,3205627.2,1.59,
1315856373864,0,ACTIVE,2251410,Rafael Nadal,2.68,9536.76,2.7,6204.33,731098.8,2.68,
1315856374864,0,ACTIVE,2251410,Rafael Nadal,2.68,9536.76,2.7,6281.53,731098.8,2.68,
1315856376864,0,ACTIVE,2249229,Novak Djokovic,1.59,54794.72,1.6,33386.31,3205627.2,1.59,
1315856376864,0,ACTIVE,2251410,Rafael Nadal,2.68,9511.03,2.7,4181.53,735298.8,2.7,
1315856377864,0,ACTIVE,2249229,Novak Djokovic,1.59,54772.9,1.6,33386.31,3205670.8,1.59,
1315856377864,0,ACTIVE,2251410,Rafael Nadal,2.68,9349.03,2.7,4181.53,735622.8,2.68,
1315856380864,0,ACTIVE,2251410,Rafael Nadal,2.68,9349.03,2.7,4181.53,735622.8,2.68,
1315856381864,0,ACTIVE,2249229,Novak Djokovic,1.59,54772.9,1.6,22176.93,3205670.8,1.59,
1315856382864,0,ACTIVE,2251410,Rafael Nadal,2.68,9298.59,2.7,4181.53,735723.75,2.68,
1315856383864,0,ACTIVE,2249229,Novak Djokovic,1.59,11887.57,1.6,22176.93,3205670.8,1.59,
1315856384864,0,ACTIVE,2249229,Novak Djokovic,1.59,10869.12,1.6,21827.9,3206962.2,1.59,
1315856384864,0,ACTIVE,2251410,Rafael Nadal,2.68,9298.59,2.7,3604.49,735723.75,2.68,
1315856385864,0,ACTIVE,2251410,Rafael Nadal,2.68,10487.04,2.7,3604.49,735723.75,2.68,
1315856387864,0,ACTIVE,2249229,Novak Djokovic,1.59,2268.07,1.6,21827.9,3206962.2,1.59,
1315856387864,0,ACTIVE,2251410,Rafael Nadal,2.68,11518.73,2.7,1930.26,735723.75,2.68,
1315856388864,0,ACTIVE,2249229,Novak Djokovic,1.59,2238.07,1.6,21827.9,3207022.2,1.59,
1315856390864,0,ACTIVE,2249229,Novak Djokovic,1.59,2238.07,1.6,21827.9,3207022.2,1.59,
1315856390864,0,ACTIVE,2251410,Rafael Nadal,2.68,11518.73,2.7,1853.07,735723.75,2.68,
1315856391864,0,ACTIVE,2251410,Rafael Nadal,2.68,11518.73,2.7,1761.62,735723.75,2.68,
1315856393864,0,ACTIVE,2249229,Novak Djokovic,1.59,2238.07,1.6,21827.9,3207022.2,1.59,
1315856394864,0,ACTIVE,2251410,Rafael Nadal,2.68,11506.12,2.7,1761.62,735748.94,2.68,
1315856395864,0,ACTIVE,2251410,Rafael Nadal,2.68,11506.12,2.7,1761.62,735748.94,2.68,
1315856396864,0,ACTIVE,2251410,Rafael Nadal,2.68,11484.23,2.7,1761.62,735792.75,2.68,
1315856397864,0,ACTIVE,2249229,Novak Djokovic,1.59,2238.07,1.6,21827.9,3207022.2,1.59,
1315856398864,0,ACTIVE,2249229,Novak Djokovic,1.59,2238.07,1.6,21827.9,3207022.2,1.59,
1315856398864,0,ACTIVE,2251410,Rafael Nadal,2.68,12699.23,2.7,1761.62,736542.75,2.68,
1315856403864,0,ACTIVE,2251410,Rafael Nadal,2.68,12699.23,2.7,1764.19,736542.75,2.68,
1315856405864,0,ACTIVE,2249229,Novak Djokovic,1.58,58982.89,1.59,12094.93,3211498.5,1.59,
1315856406864,0,ACTIVE,2249229,Novak Djokovic,1.58,54736.18,1.59,12642.94,3211498.5,1.59,
1315856406864,0,ACTIVE,2251410,Rafael Nadal,2.68,15569.09,2.7,1004.6,736542.75,2.68,
1315856407864,0,ACTIVE,2251410,Rafael Nadal,2.68,15526.21,2.7,1004.6,736542.75,2.68,
1315856408864,0,ACTIVE,2249229,Novak Djokovic,1.58,53807.54,1.59,12642.94,3211498.5,1.59,
1315856408864,0,ACTIVE,2251410,Rafael Nadal,2.68,15830.06,2.7,1004.6,736792.75,2.68,
1315856409864,0,ACTIVE,2249229,Novak Djokovic,1.58,53120.53,1.59,12642.94,3211498.5,1.59,
1315856409864,0,ACTIVE,2251410,Rafael Nadal,2.68,15828.35,2.7,1004.6,736796.2,2.68,
1315856410864,0,ACTIVE,2249229,Novak Djokovic,1.58,53119.26,1.59,12642.94,3211498.5,1.59,
1315856411864,0,ACTIVE,2249229,Novak Djokovic,1.58,52846.1,1.59,12642.94,3211498.5,1.59,
1315856411864,0,ACTIVE,2251410,Rafael Nadal,2.68,15828.35,2.7,1004.6,736796.2,2.68,
1315856412864,0,ACTIVE,2251410,Rafael Nadal,2.68,16257.2,2.7,1004.6,736796.2,2.68,
1315856413864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21385.7,3237184.2,1.59,
1315856413864,0,ACTIVE,2251410,Rafael Nadal,2.68,15257.03,2.7,2973.35,736796.2,2.68,
1315856414864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21385.7,3237184.2,1.59,
1315856414864,0,ACTIVE,2251410,Rafael Nadal,2.68,11638.93,2.7,3646.24,739218.2,2.7,
1315856415864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21385.7,3237184.2,1.59,
1315856416864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21375.7,3237204.2,1.6,
1315856416864,0,ACTIVE,2251410,Rafael Nadal,2.68,11193.77,2.7,3646.24,739250.75,2.68,
1315856417864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21375.7,3237204.2,1.6,
1315856418864,0,ACTIVE,2249229,Novak Djokovic,1.59,30042.38,1.6,21375.7,3237204.2,1.6,
1315856418864,0,ACTIVE,2251410,Rafael Nadal,2.68,9174.91,2.7,5537.79,739250.75,2.68,
1315856419864,0,ACTIVE,2249229,Novak Djokovic,1.59,38636.91,1.6,21375.7,3237217.5,1.59,
1315856419864,0,ACTIVE,2251410,Rafael Nadal,2.68,9382.84,2.7,9320.89,739250.75,2.68,
1315856420864,0,ACTIVE,2251410,Rafael Nadal,2.68,8953.99,2.7,9320.89,739250.75,2.68,
1315856421864,0,ACTIVE,2249229,Novak Djokovic,1.59,38636.91,1.6,33484.7,3237221.5,1.6,
1315856421864,0,ACTIVE,2251410,Rafael Nadal,2.68,8953.99,2.7,9352.42,739250.75,2.68,
1315856422864,0,ACTIVE,2251410,Rafael Nadal,2.68,8890.94,2.7,9352.42,739376.9,2.68,
1315856423864,0,ACTIVE,2249229,Novak Djokovic,1.59,38754.91,1.6,33484.7,3237221.5,1.6,
1315856423864,0,ACTIVE,2251410,Rafael Nadal,2.68,8889.94,2.7,9352.42,739378.9,2.68,
1315856424864,0,ACTIVE,2251410,Rafael Nadal,2.68,8234.94,2.7,9352.42,739378.9,2.68,
1315856425864,0,ACTIVE,2249229,Novak Djokovic,1.59,38754.91,1.6,33484.7,3237221.5,1.6,
1315856425864,0,ACTIVE,2251410,Rafael Nadal,2.68,8204.94,2.7,9352.42,739438.9,2.68,
1315856426864,0,ACTIVE,2251410,Rafael Nadal,2.68,8204.94,2.7,9352.42,739438.9,2.68,
1315856427864,0,ACTIVE,2249229,Novak Djokovic,1.59,38754.91,1.6,33482.99,3237224.8,1.6,
1315856427864,0,ACTIVE,2251410,Rafael Nadal,2.68,8167.2,2.7,9352.42,739514.3,2.68,
1315856429864,0,ACTIVE,2249229,Novak Djokovic,1.59,38754.91,1.6,33482.99,3237224.8,1.6,
1315856429864,0,ACTIVE,2251410,Rafael Nadal,2.68,8167.2,2.7,9372.57,739514.3,2.68,
1315856430864,0,ACTIVE,2251410,Rafael Nadal,2.68,8167.2,2.7,9374.29,739514.3,2.68,
1315856435864,0,ACTIVE,2249229,Novak Djokovic,1.59,40015.94,1.6,33482.99,3237224.8,1.6,
1315856436864,0,ACTIVE,2251410,Rafael Nadal,2.68,8167.2,2.7,9374.97,739514.3,2.68,
1315856437864,0,ACTIVE,2251410,Rafael Nadal,2.68,8107.2,2.7,9374.97,739634.3,2.68,
1315856439864,0,ACTIVE,2251410,Rafael Nadal,2.68,8097.77,2.7,9374.97,739653.2,2.68,
1315856441864,0,ACTIVE,2251410,Rafael Nadal,2.68,8095.01,2.7,9374.97,739658.7,2.68,
1315856446864,0,ACTIVE,2249229,Novak Djokovic,1.59,40067.41,1.6,33482.99,3237224.8,1.6,
1315856446864,0,ACTIVE,2251410,Rafael Nadal,2.68,7987.09,2.7,9374.97,739874.56,2.68,
1315856450864,0,ACTIVE,2249229,Novak Djokovic,1.59,50066.41,1.6,33482.99,3237224.8,1.6,
1315856450864,0,ACTIVE,2251410,Rafael Nadal,2.68,7582.75,2.7,9374.97,740267.4,2.68,
1315856451864,0,ACTIVE,2251410,Rafael Nadal,2.68,7627.64,2.7,9374.97,740267.4,2.68,
1315856453864,0,ACTIVE,2251410,Rafael Nadal,2.68,7625.92,2.7,9374.97,740270.8,2.68,
1315856454864,0,ACTIVE,2251410,Rafael Nadal,2.68,7613.2,2.7,9374.97,740296.25,2.68,
1315856457864,0,ACTIVE,2251410,Rafael Nadal,2.68,7576.55,2.7,9374.97,740369.56,2.68,
1315856458864,0,ACTIVE,2249229,Novak Djokovic,1.59,20066.41,1.6,34263.35,3297224.8,1.59,
1315856458864,0,ACTIVE,2251410,Rafael Nadal,2.68,7576.55,2.7,9414.94,740369.56,2.68,
1315856459864,0,ACTIVE,2249229,Novak Djokovic,1.59,20117.87,1.6,34263.35,3297224.8,1.59,
1315856459864,0,ACTIVE,2251410,Rafael Nadal,2.68,7574.83,2.7,9111.74,740373.0,2.68,
1315856461864,0,ACTIVE,2249229,Novak Djokovic,1.58,52410.75,1.59,23295.05,3337692.8,1.59,
1315856461864,0,ACTIVE,2251410,Rafael Nadal,2.68,9010.99,2.7,6818.3,740373.0,2.68,
1315856462864,0,ACTIVE,2249229,Novak Djokovic,1.58,53496.61,1.59,23295.05,3337692.8,1.59,
1315856462864,0,ACTIVE,2251410,Rafael Nadal,2.68,9650.84,2.7,6084.25,740373.0,2.68,
1315856463864,0,ACTIVE,2249229,Novak Djokovic,1.58,54689.03,1.59,23295.05,3337692.8,1.59,
1315856463864,0,ACTIVE,2251410,Rafael Nadal,2.68,12281.74,2.7,6084.25,740373.0,2.68,
1315856464864,0,ACTIVE,2249229,Novak Djokovic,1.58,55757.99,1.59,23290.76,3337701.5,1.59,
1315856464864,0,ACTIVE,2251410,Rafael Nadal,2.68,13311.71,2.7,6084.25,740376.44,2.68,
1315856465864,0,ACTIVE,2249229,Novak Djokovic,1.58,54706.95,1.59,23290.76,3337701.5,1.59,
1315856465864,0,ACTIVE,2251410,Rafael Nadal,2.68,13753.07,2.7,6084.25,740376.44,2.68,
1315856466864,0,ACTIVE,2249229,Novak Djokovic,1.58,54861.33,1.59,23290.76,3337701.5,1.59,
1315856467864,0,ACTIVE,2249229,Novak Djokovic,1.58,55170.11,1.59,23290.76,3337701.5,1.59,
1315856467864,0,ACTIVE,2251410,Rafael Nadal,2.68,13753.07,2.7,6084.25,740376.44,2.68,
1315856468864,0,ACTIVE,2249229,Novak Djokovic,1.58,57600.27,1.59,23290.76,3337701.5,1.59,
1315856468864,0,ACTIVE,2251410,Rafael Nadal,2.68,14213.45,2.7,6084.25,740376.44,2.68,
1315856469864,0,ACTIVE,2249229,Novak Djokovic,1.58,58923.24,1.59,23290.76,3337701.5,1.59,
1315856469864,0,ACTIVE,2251410,Rafael Nadal,2.68,13213.45,2.7,6084.25,742376.44,2.68,
1315856470864,0,ACTIVE,2249229,Novak Djokovic,1.58,59129.09,1.59,23282.18,3337718.5,1.59,
1315856470864,0,ACTIVE,2251410,Rafael Nadal,2.68,13271.77,2.7,6084.25,742959.7,2.68,
1315856471864,0,ACTIVE,2249229,Novak Djokovic,1.58,60900.28,1.59,23282.18,3337718.5,1.59,
1315856471864,0,ACTIVE,2251410,Rafael Nadal,2.68,13171.77,2.7,6084.25,743159.7,2.68,
1315856472864,0,ACTIVE,2249229,Novak Djokovic,1.58,63897.37,1.59,23282.18,3337878.5,1.58,
1315856472864,0,ACTIVE,2251410,Rafael Nadal,2.68,13171.77,2.7,6090.01,743159.7,2.68,
1315856473864,0,ACTIVE,2251410,Rafael Nadal,2.68,13521.71,2.7,6090.01,743159.7,2.68,
1315856474864,0,ACTIVE,2249229,Novak Djokovic,1.58,64481.62,1.59,22425.19,3339592.5,1.59,
1315856474864,0,ACTIVE,2251410,Rafael Nadal,2.68,12950.56,2.7,6113.34,745159.7,2.68,
1315856475864,0,ACTIVE,2249229,Novak Djokovic,1.58,64481.62,1.59,22133.1,3339592.5,1.59,
1315856476864,0,ACTIVE,2249229,Novak Djokovic,1.58,64481.62,1.59,22109.67,3339639.5,1.59,
1315856477864,0,ACTIVE,2249229,Novak Djokovic,1.58,64533.08,1.59,22109.67,3339639.5,1.59,
1315856477864,0,ACTIVE,2251410,Rafael Nadal,2.68,12948.56,2.7,6113.34,745163.7,2.68,
1315856478864,0,ACTIVE,2249229,Novak Djokovic,1.58,65838.93,1.59,22109.67,3339639.5,1.59,
1315856478864,0,ACTIVE,2251410,Rafael Nadal,2.68,12944.56,2.7,6113.34,745171.7,2.68,
1315856479864,0,ACTIVE,2249229,Novak Djokovic,1.58,65890.39,1.59,22109.67,3339639.5,1.59,
1315856483864,0,ACTIVE,2249229,Novak Djokovic,1.58,65890.39,1.59,22065.67,3339727.5,1.59,
1315856484864,0,ACTIVE,2249229,Novak Djokovic,1.58,65831.31,1.59,22065.67,3340027.5,1.58,
1315856484864,0,ACTIVE,2251410,Rafael Nadal,2.68,12935.89,2.7,6094.47,745189.0,2.68,
1315856485864,0,ACTIVE,2249229,Novak Djokovic,1.58,65831.31,1.59,22065.67,3340027.5,1.58,
1315856486864,0,ACTIVE,2251410,Rafael Nadal,2.68,13364.75,2.7,6094.47,745189.0,2.68,
1315856492864,0,ACTIVE,2251410,Rafael Nadal,2.68,14964.75,2.7,6094.47,745189.0,2.68,
1315856493864,0,ACTIVE,2249229,Novak Djokovic,1.58,65831.31,1.59,21997.05,3340164.8,1.59,
1315856494864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21952.32,3340257.5,1.59,
1315856495864,0,ACTIVE,2249229,Novak Djokovic,1.58,65085.17,1.59,21952.32,3340257.5,1.59,
1315856495864,0,ACTIVE,2251410,Rafael Nadal,2.68,14864.75,2.7,6094.47,745389.0,2.68,
1315856497864,0,ACTIVE,2249229,Novak Djokovic,1.58,65085.17,1.59,21904.32,3340657.5,1.59,
1315856497864,0,ACTIVE,2251410,Rafael Nadal,2.68,14864.75,2.7,6078.17,745421.6,2.7,
1315856498864,0,ACTIVE,2251410,Rafael Nadal,2.68,14840.02,2.7,6078.17,745471.06,2.68,
1315856501864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21836.86,3340792.5,1.59,
1315856501864,0,ACTIVE,2251410,Rafael Nadal,2.68,14890.02,2.7,6078.17,745471.06,2.68,
1315856502864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21816.85,3340832.5,1.59,
1315856503864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21816.85,3340832.5,1.59,
1315856503864,0,ACTIVE,2251410,Rafael Nadal,2.68,14858.49,2.7,6078.17,745534.1,2.68,
1315856505864,0,ACTIVE,2251410,Rafael Nadal,2.68,14858.49,2.7,6335.48,745534.1,2.68,
1315856506864,0,ACTIVE,2251410,Rafael Nadal,2.68,14839.58,2.7,6507.02,745572.0,2.68,
1315856507864,0,ACTIVE,2251410,Rafael Nadal,2.68,14839.58,2.7,6371.43,745843.2,2.7,
1315856509864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21814.86,3340836.5,1.59,
1315856509864,0,ACTIVE,2251410,Rafael Nadal,2.68,14837.86,2.7,6411.14,745846.6,2.68,
1315856511864,0,ACTIVE,2251410,Rafael Nadal,2.68,14832.71,2.7,6411.14,745856.9,2.68,
1315856512864,0,ACTIVE,2251410,Rafael Nadal,2.68,14818.41,2.7,6411.14,745885.5,2.68,
1315856513864,0,ACTIVE,2251410,Rafael Nadal,2.68,14818.41,2.7,6411.14,745885.5,2.68,
1315856515864,0,ACTIVE,2251410,Rafael Nadal,2.68,14777.7,2.7,6411.14,745966.94,2.68,
1315856517864,0,ACTIVE,2251410,Rafael Nadal,2.68,14777.7,2.7,6678.75,745966.94,2.68,
1315856519864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21812.86,3340840.5,1.59,
1315856520864,0,ACTIVE,2249229,Novak Djokovic,1.58,65829.59,1.59,21812.86,3340840.5,1.59,
1315856520864,0,ACTIVE,2251410,Rafael Nadal,2.68,14727.7,2.7,6678.75,745966.94,2.68,
1315856521864,0,ACTIVE,2251410,Rafael Nadal,2.68,14495.98,2.7,6678.75,746430.4,2.68,
1315856522864,0,ACTIVE,2249229,Novak Djokovic,1.58,65822.03,1.59,21812.86,3340855.8,1.58,
1315856522864,0,ACTIVE,2251410,Rafael Nadal,2.68,14281.56,2.7,6678.75,746859.25,2.68,
1315856524864,0,ACTIVE,2251410,Rafael Nadal,2.68,14024.24,2.7,6678.75,747373.9,2.68,
1315856525864,0,ACTIVE,2249229,Novak Djokovic,1.58,65822.03,1.59,20798.86,3342883.8,1.59,
1315856525864,0,ACTIVE,2251410,Rafael Nadal,2.68,14021.24,2.7,6678.75,747379.9,2.68,
1315856527864,0,ACTIVE,2249229,Novak Djokovic,1.58,65822.03,1.59,20796.86,3342887.8,1.59,
1315856528864,0,ACTIVE,2249229,Novak Djokovic,1.58,67727.85,1.59,20796.86,3342887.8,1.59,
1315856529864,0,ACTIVE,2249229,Novak Djokovic,1.58,67706.41,1.59,20796.86,3342930.5,1.58,
1315856530864,0,ACTIVE,2251410,Rafael Nadal,2.68,13999.8,2.7,6778.75,747422.75,2.68,
1315856533864,0,ACTIVE,2249229,Novak Djokovic,1.58,67663.52,1.59,20796.86,3343016.2,1.58,
1315856533864,0,ACTIVE,2251410,Rafael Nadal,2.68,14857.51,2.7,6778.75,747422.75,2.68,
1315856534864,0,ACTIVE,2249229,Novak Djokovic,1.58,68294.04,1.59,20796.86,3343016.2,1.58,
1315856535864,0,ACTIVE,2249229,Novak Djokovic,1.58,68315.48,1.59,20796.86,3343016.2,1.58,
1315856535864,0,ACTIVE,2251410,Rafael Nadal,2.68,14851.5,2.7,6778.75,747434.75,2.68,
1315856538864,0,ACTIVE,2249229,Novak Djokovic,1.58,68315.48,1.59,20785.87,3343038.2,1.59,
1315856538864,0,ACTIVE,2251410,Rafael Nadal,2.68,14751.5,2.7,6778.75,747634.75,2.68,
1315856540864,0,ACTIVE,2251410,Rafael Nadal,2.68,14751.5,2.7,6735.86,747720.5,2.7,
1315856541864,0,ACTIVE,2251410,Rafael Nadal,2.68,14747.98,2.7,6735.86,747727.56,2.68,
1315856545864,0,ACTIVE,2251410,Rafael Nadal,2.68,14824.9,2.7,6735.86,747727.56,2.68,
1315856547864,0,ACTIVE,2249229,Novak Djokovic,1.58,68315.48,1.59,22844.36,3343038.2,1.59,
1315856550864,0,ACTIVE,2251410,Rafael Nadal,2.68,14834.9,2.7,6735.86,747727.56,2.68,
1315856552864,0,ACTIVE,2249229,Novak Djokovic,1.58,68181.13,1.59,22844.36,3343307.0,1.58,
1315856553864,0,ACTIVE,2251410,Rafael Nadal,2.68,14834.9,2.7,6705.84,747787.6,2.7,
1315856554864,0,ACTIVE,2249229,Novak Djokovic,1.58,68181.13,1.59,2623.91,3343307.0,1.58,
1315856555864,0,ACTIVE,2249229,Novak Djokovic,1.59,528.67,1.6,34347.25,3348555.0,1.59,
1315856555864,0,ACTIVE,2251410,Rafael Nadal,2.68,14754.28,2.7,6705.84,747948.8,2.68,
1315856556864,0,ACTIVE,2249229,Novak Djokovic,1.59,5452.94,1.6,34347.25,3348555.0,1.59,
1315856556864,0,ACTIVE,2251410,Rafael Nadal,2.68,14122.63,2.7,7856.51,747955.1,2.68,
1315856557864,0,ACTIVE,2249229,Novak Djokovic,1.59,5478.36,1.6,34347.25,3348555.0,1.59,
1315856557864,0,ACTIVE,2251410,Rafael Nadal,2.68,14122.63,2.7,8507.47,747955.1,2.68,
