Tennis US Open 2011 Mens Tournament The Final Djokovic v Nadal 
Match Odds
1315857600000
Mon Sep 12 21:00:00 BST 2011
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1315871224864,5,ACTIVE,2251410,Rafael Nadal,3.15,25.39,3.35,30.0,2566885.0,3.15,
1315871225864,5,ACTIVE,2249229,Novak Djokovic,1.44,48.77,1.45,38.55,3.4838416E7,1.45,
1315871225864,5,ACTIVE,2251410,Rafael Nadal,3.25,4.33,3.35,30.0,2566902.0,3.2,
1315871226864,5,ACTIVE,2249229,Novak Djokovic,1.45,21019.45,1.46,8223.45,3.4838512E7,1.46,
1315871226864,5,ACTIVE,2251410,Rafael Nadal,3.2,24.91,3.35,30.0,2566988.0,3.2,
1315871227864,5,ACTIVE,2249229,Novak Djokovic,1.45,20186.14,1.46,7359.77,3.484114E7,1.46,
1315871227864,5,ACTIVE,2251410,Rafael Nadal,3.1,441.19,3.4,301.26,2567568.5,3.15,
1315871228864,5,ACTIVE,2249229,Novak Djokovic,1.45,19789.62,1.46,7313.53,3.4841616E7,1.46,
1315871228864,5,ACTIVE,2251410,Rafael Nadal,3.1,441.19,3.4,301.26,2567790.0,3.15,
1315871229864,5,ACTIVE,2249229,Novak Djokovic,1.45,20104.87,1.46,6375.73,3.4843636E7,1.46,
1315871229864,5,ACTIVE,2251410,Rafael Nadal,3.1,441.19,3.4,301.26,2567800.0,3.15,
1315871230864,5,ACTIVE,2249229,Novak Djokovic,1.45,19744.87,1.46,5744.64,3.484568E7,1.46,
1315871230864,5,ACTIVE,2251410,Rafael Nadal,3.2,2.05,3.4,303.84,2567806.0,3.15,
1315871231864,5,ACTIVE,2249229,Novak Djokovic,1.45,13400.46,1.46,5160.66,3.4859224E7,1.46,
1315871231864,5,ACTIVE,2251410,Rafael Nadal,3.1,10.0,3.4,303.84,2568028.0,3.15,
1315871232864,5,ACTIVE,2249229,Novak Djokovic,1.45,12945.98,1.46,5156.38,3.4860132E7,1.45,
1315871232864,5,ACTIVE,2251410,Rafael Nadal,3.15,30.0,3.2,69.98,2568028.0,3.15,
1315871233864,5,ACTIVE,2249229,Novak Djokovic,1.45,12741.69,1.46,5056.38,3.486074E7,1.45,
1315871233864,5,ACTIVE,2251410,Rafael Nadal,3.15,26.0,3.2,497.28,2568056.0,3.15,
1315871234864,5,ACTIVE,2249229,Novak Djokovic,1.45,12725.32,1.46,4700.43,3.4861372E7,1.45,
1315871235864,5,ACTIVE,2249229,Novak Djokovic,1.46,9706.89,1.47,1203.17,3.4870992E7,1.46,
1315871235864,5,ACTIVE,2251410,Rafael Nadal,3.1,10.0,3.2,437.29,2568056.0,3.15,
1315871236864,5,ACTIVE,2249229,Novak Djokovic,1.46,9552.28,1.47,1170.3,3.4871328E7,1.46,
1315871236864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.2,447.29,2568086.0,3.1,
1315871237864,5,ACTIVE,2249229,Novak Djokovic,1.46,11043.16,1.47,1134.53,3.4871812E7,1.46,
1315871237864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.2,436.57,2568124.5,3.2,
1315871238864,5,ACTIVE,2249229,Novak Djokovic,1.46,10735.87,1.47,1134.53,3.4872428E7,1.46,
1315871238864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,93.17,2568298.2,3.15,
1315871239864,5,ACTIVE,2249229,Novak Djokovic,1.46,1711.7,1.47,1134.53,3.487244E7,1.46,
1315871239864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,103.17,2568298.2,3.15,
1315871240864,5,ACTIVE,2249229,Novak Djokovic,1.46,1729.7,1.47,1092.35,3.4872492E7,1.46,
1315871240864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,103.17,2568318.2,3.1,
1315871241864,5,ACTIVE,2249229,Novak Djokovic,1.46,1643.93,1.47,1055.71,3.4872708E7,1.47,
1315871241864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,92.91,2568360.2,3.15,
1315871242864,5,ACTIVE,2249229,Novak Djokovic,1.46,1438.61,1.47,1055.71,3.4873176E7,1.46,
1315871242864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,29.41,2568487.2,3.15,
1315871243864,5,ACTIVE,2249229,Novak Djokovic,1.46,312.32,1.47,1051.49,3.4875388E7,1.47,
1315871243864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.15,27.41,2568493.2,3.1,
1315871244864,5,ACTIVE,2249229,Novak Djokovic,1.44,6784.32,1.47,1051.49,3.4879568E7,1.44,
1315871244864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.25,11.71,2569442.5,3.2,
1315871245864,5,ACTIVE,2249229,Novak Djokovic,1.44,6784.32,1.45,43.3,3.4881084E7,1.46,
1315871245864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.25,11.71,2569642.5,3.1,
1315871246864,5,ACTIVE,2249229,Novak Djokovic,1.46,1449.07,1.47,84.85,3.48814E7,1.46,
1315871246864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.25,11.71,2569667.5,3.1,
1315871247864,5,ACTIVE,2249229,Novak Djokovic,1.46,1444.78,1.47,84.85,3.4881408E7,1.46,
1315871248864,5,ACTIVE,2249229,Novak Djokovic,1.44,6550.28,1.48,144.46,3.4884848E7,1.44,
1315871248864,5,ACTIVE,2251410,Rafael Nadal,3.05,410.0,3.25,11.71,2569723.5,3.2,
1315871249864,5,ACTIVE,2249229,Novak Djokovic,1.5,39817.39,1.51,940.59,3.4890056E7,1.5,
1315871249864,5,ACTIVE,2251410,Rafael Nadal,2.98,35.11,3.05,50.0,2570834.0,3.0,
1315871250864,5,ACTIVE,2249229,Novak Djokovic,1.5,39723.46,1.51,940.59,3.4890244E7,1.5,
1315871250864,5,ACTIVE,2251410,Rafael Nadal,2.98,21.11,3.05,50.0,2570862.0,2.98,
1315871251864,5,ACTIVE,2249229,Novak Djokovic,1.51,1104.42,1.52,11867.01,3.4892692E7,1.51,
1315871251864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,50.0,2570888.2,2.98,
1315871252864,5,ACTIVE,2249229,Novak Djokovic,1.51,1063.1,1.52,11781.24,3.4892936E7,1.51,
1315871252864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,50.0,2570893.2,2.98,
1315871253864,5,ACTIVE,2249229,Novak Djokovic,1.51,1053.11,1.52,11781.24,3.4892956E7,1.51,
1315871254864,5,ACTIVE,2249229,Novak Djokovic,1.51,1053.11,1.52,11781.24,3.4892956E7,1.51,
1315871255864,5,ACTIVE,2249229,Novak Djokovic,1.51,1101.83,1.52,11681.24,3.4893232E7,1.52,
1315871255864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,50.0,2570906.5,2.98,
1315871256864,5,ACTIVE,2249229,Novak Djokovic,1.51,2598.53,1.52,8975.73,3.4898712E7,1.52,
1315871256864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,52.71,2570906.5,2.98,
1315871257864,5,ACTIVE,2249229,Novak Djokovic,1.51,1593.1,1.52,8992.88,3.4900724E7,1.51,
1315871257864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,52.71,2570906.5,2.98,
1315871258864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,52.71,2570906.5,2.98,
1315871259864,5,ACTIVE,2249229,Novak Djokovic,1.51,1551.91,1.52,4890.88,3.4908972E7,1.51,
1315871259864,5,ACTIVE,2251410,Rafael Nadal,2.94,170.5,3.05,52.71,2571026.5,2.98,
