Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points 
1322738125811,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738125811,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738126812,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738126812,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738127812,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738127812,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738128813,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738128813,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738129813,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738129813,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738130814,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738130814,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738131814,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738131814,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738132814,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738132815,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738133815,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738133815,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738134815,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738134815,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738135816,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738135816,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738136816,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738136816,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738137817,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738137817,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738138817,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738138817,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738139818,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738139818,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738140818,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738140818,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
1322738141819,0,ACTIVE,2690877,Henri Leconte,1.2,16.02, 1.19,3.75, 1.1,8.57,6.2,12.8,0.0,0,0,0,0
1322738141819,0,ACTIVE,2690880,John McEnroe,1.2,18.91, 1.19,3.75, 1.1,8.57,6.2,13.95,0.0,0,0,0,0
