Barclays ATP World Tour Finals - Tsonga vs Federer
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points
1322423479047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.45,7.7,3.65,276,3.95,7.7,544460.2,3.1,6,6,4,0
1322423479047,5,ACTIVE,2251402,Roger Federer,1.44,8615.17,1.43,162.82,1.42,2,1.45,208.78,1.47,2975.9,1.48,904.46,1.2342839E7,1.45,3,7,3,0
1322423480047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.45,7.7,3.65,276,3.95,7.7,544460.2,3.1,6,6,4,0
1322423480047,5,ACTIVE,2251402,Roger Federer,1.44,8615.17,1.43,162.82,1.42,2,1.45,42.8,1.47,2975.9,1.48,904.46,1.2342839E7,1.45,3,7,3,0
1322423481047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.45,7.7,3.65,276,3.95,7.7,544460.2,3.1,6,6,4,0
1322423481047,5,ACTIVE,2251402,Roger Federer,1.44,8615.17,1.43,162.82,1.42,2,1.45,42.8,1.47,2975.9,1.48,516.41,1.2342839E7,1.45,3,7,3,0
1322423482047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.65,276,3.95,7.7,5,5.42,544488,3.5,6,6,4,0
1322423482047,5,ACTIVE,2251402,Roger Federer,1.39,6893.56,1.38,10.32,1.37,4.2,1.4,710.95,1.46,2563.13,1.47,2975.9,1.2361602E7,1.4,3,7,3,0
1322423483047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.65,276,3.95,7.7,5,5.42,544488,3.5,6,6,4,0
1322423483047,5,ACTIVE,2251402,Roger Federer,1.39,4177.21,1.38,10.32,1.37,4.2,1.4,5705.89,1.44,1000,1.46,3856.63,1.2367044E7,1.39,3,7,3,0
1322423484047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,25.12,2.98,2.41,2.92,20,3.65,276,3.8,3.71,3.95,7.7,544488,3.5,6,6,4,0
1322423484047,5,ACTIVE,2251402,Roger Federer,1.38,10.32,1.37,4.2,1.36,26.85,1.39,822.79,1.4,5000,1.43,2998,1.2375399E7,1.39,3,7,3,0
1322423485047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.65,276,3.8,3.71,3.95,7.7,544488,3.5,6,6,4,0
1322423485047,5,ACTIVE,2251402,Roger Federer,1.38,10.32,1.37,4.2,1.36,26.85,1.39,420.35,1.4,5000,1.43,2998,1.2376204E7,1.39,3,7,3,0
1322423486047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.65,276,3.8,3.71,3.95,7.7,544489.75,3.55,6,6,4,0
1322423486047,5,ACTIVE,2251402,Roger Federer,1.38,10.32,1.37,4.2,1.36,26.85,1.39,415.98,1.4,5000,1.41,3592.67,1.2376208E7,1.39,3,7,3,0
1322423487047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.15,9.05,3.1,25.12,3.65,17.96,3.8,3.71,3.95,7.7,544747.75,3.65,6,6,4,0
1322423487047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,68.4,1.33,10402.61,1.39,405.98,1.4,5000,1.41,3592.67,1.2376941E7,1.39,3,7,3,0
1322423488047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.65,17.96,3.8,3.71,3.95,7.7,544753.75,3.55,6,6,4,0
1322423488047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,1549.88,1.33,10402.61,1.39,388.97,1.4,5000,1.41,3592.67,1.2376959E7,1.39,3,7,3,0
1322423489047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.2,6,3.1,25.12,3.65,17.96,3.8,3.71,3.95,7.7,544753.75,3.55,6,6,4,0
1322423489047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,68.4,1.33,10402.61,1.39,362.76,1.4,5000,1.41,3592.67,1.2377012E7,1.39,3,7,3,0
1322423490047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.2,6,3.1,25.12,3.65,7.36,3.8,3.71,3.95,7.7,544764.4,3.65,6,6,4,0
1322423490047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,68.4,1.33,10402.61,1.38,599.31,1.39,362.76,1.4,5000,1.237704E7,1.37,3,7,3,0
1322423491047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.55,17.12,3.3,12177.22,3.2,6,3.65,7.36,3.8,3.71,3.95,7.7,544764.4,3.65,6,6,4,0
1322423491047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,68.4,1.33,10145.76,1.38,1379.97,1.39,441.18,1.4,5000,1.2377078E7,1.38,3,7,3,0
1322423492047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.55,17.12,3.3,12177.22,3.1,25.12,3.65,7.36,3.8,3.71,3.95,7.7,544766.06,3.6,6,6,4,0
1322423492047,5,ACTIVE,2251402,Roger Federer,1.36,26.85,1.35,68.4,1.34,50.1,1.38,1378.93,1.39,698.03,1.4,5000,1.2377083E7,1.38,3,7,3,0
1322423493047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.55,17.12,3.5,600,3.3,12177.22,3.65,7.36,3.8,3.71,3.95,7.7,544770.4,3.6,6,6,4,0
1322423493047,5,ACTIVE,2251402,Roger Federer,1.39,3710.14,1.38,2.58,1.37,250,1.4,5000,1.41,4589.89,1.43,4.24,1.2381288E7,1.39,3,7,3,0
1322423494047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.65,7.36,3.8,3.71,3.95,7.7,545387.5,3.5,6,6,4,0
1322423494047,5,ACTIVE,2251402,Roger Federer,1.4,2134.67,1.39,4960.14,1.38,2.58,1.41,4589.89,1.43,4.24,1.44,26801.09,1.2395675E7,1.4,3,7,3,0
1322423495047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.55,11.41,3.65,7.36,3.95,7.7,545387.8,3.4,6,6,4,0
1322423495047,5,ACTIVE,2251402,Roger Federer,1.4,735.39,1.39,5556.65,1.38,3502.58,1.41,4589.1,1.43,4.24,1.44,26801.09,1.2398574E7,1.4,3,7,3,0
1322423496047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.55,11.41,3.65,7.36,3.95,7.7,545387.8,3.4,6,6,4,0
1322423496047,5,ACTIVE,2251402,Roger Federer,1.39,5223.26,1.38,3502.58,1.37,250,1.41,4581.97,1.43,4.24,1.44,26801.09,1.2401034E7,1.41,3,7,3,0
1322423497047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.2,267.12,3.1,25.12,3.55,11.41,3.6,4.28,3.65,7.36,545439.2,3.4,6,6,4,0
1322423497047,5,ACTIVE,2251402,Roger Federer,1.39,4443.26,1.38,3702.58,1.37,250,1.41,4458.1,1.43,4.24,1.44,27001.09,1.2402758E7,1.41,3,7,3,0
1322423498047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.2,267.12,3.1,25.12,3.55,11.41,3.6,4.28,3.65,12.36,545439.2,3.4,6,6,4,0
1322423498047,5,ACTIVE,2251402,Roger Federer,1.39,865.44,1.38,3704.58,1.37,250,1.41,4458.1,1.43,4.24,1.44,27001.09,1.2410219E7,1.39,3,7,3,0
1322423499047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12177.22,3.1,25.12,2.98,2.41,3.55,6,3.6,21.4,3.65,12.36,545450.56,3.55,6,6,4,0
1322423499047,5,ACTIVE,2251402,Roger Federer,1.39,2160.41,1.38,3647.86,1.37,254,1.41,4436.1,1.43,4.24,1.44,27001.09,1.241217E7,1.41,3,7,3,0
1322423500047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,3.1,25.12,2.98,2.41,3.55,6,3.6,21.4,3.65,12.36,545450.56,3.55,6,6,4,0
1322423500047,5,ACTIVE,2251402,Roger Federer,1.39,2165.41,1.38,4204.37,1.37,254,1.41,4436.1,1.43,4.24,1.44,27001.09,1.241217E7,1.41,3,7,3,0
1322423501047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,3.1,25.12,2.98,2.41,3.55,6,3.6,21.4,3.65,12.36,545465.56,3.4,6,6,4,0
1322423501047,5,ACTIVE,2251402,Roger Federer,1.39,5270.44,1.38,4300.62,1.37,4,1.41,4398,1.42,2776.03,1.43,4.24,1.241221E7,1.41,3,7,3,0
1322423502047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,3.1,25.12,2.98,2.41,3.55,23.12,3.6,21.4,3.65,12.36,545467.56,3.5,6,6,4,0
1322423502047,5,ACTIVE,2251402,Roger Federer,1.4,715.78,1.39,5270.44,1.38,4369.11,1.41,4398,1.42,2776.03,1.43,4.24,1.2413837E7,1.4,3,7,3,0
1322423503047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,2.98,2.41,2.92,20,3.55,40.84,3.6,21.4,3.65,12.36,545467.56,3.5,6,6,4,0
1322423503047,5,ACTIVE,2251402,Roger Federer,1.4,690.78,1.39,6221.64,1.38,5411.99,1.41,4398,1.42,2776.03,1.43,4.24,1.2413887E7,1.4,3,7,3,0
1322423504047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,2.98,2.41,2.92,20,3.55,128.17,3.6,21.4,3.65,12.36,545484.3,3.5,6,6,4,0
1322423504047,5,ACTIVE,2251402,Roger Federer,1.4,250.94,1.39,6255.89,1.38,5411.99,1.41,4390,1.42,2776.03,1.43,4.24,1.2414744E7,1.4,3,7,3,0
1322423505047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,2.98,2.41,2.92,20,3.5,2,3.55,122.17,3.6,21.4,545514.3,3.4,6,6,4,0
1322423505047,5,ACTIVE,2251402,Roger Federer,1.39,6057.03,1.38,5408.06,1.37,35,1.41,4758.78,1.42,2776.03,1.44,27001.09,1.2415907E7,1.41,3,7,3,0
1322423506047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.3,12180.22,2.98,2.41,2.92,20,3.55,113.17,3.6,21.4,3.65,12.36,545634.3,3.4,6,6,4,0
1322423506047,5,ACTIVE,2251402,Roger Federer,1.4,385.27,1.39,5842.64,1.38,5409.77,1.41,4517.64,1.42,2776.03,1.43,684.93,1.2416743E7,1.39,3,7,3,0
1322423507047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12180.22,2.98,2.41,3.55,113.17,3.6,21.4,3.65,12.36,545634.75,3.5,6,6,4,0
1322423507047,5,ACTIVE,2251402,Roger Federer,1.4,182.14,1.39,6286.64,1.38,5152.92,1.41,4301.03,1.42,2776.03,1.43,684.93,1.2417581E7,1.4,3,7,3,0
1322423508047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12177.22,2.98,2.41,3.55,113.17,3.6,17.12,3.65,12.36,545658.7,3.5,6,6,4,0
1322423508047,5,ACTIVE,2251402,Roger Federer,1.4,1226.25,1.39,6360.64,1.38,5060.39,1.41,4251.03,1.42,2776.03,1.43,684.93,1.2417753E7,1.4,3,7,3,0
1322423509047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12177.22,2.98,2.41,3.5,2.56,3.55,47.55,3.6,17.12,545658.7,3.5,6,6,4,0
1322423509047,5,ACTIVE,2251402,Roger Federer,1.4,1215.18,1.39,6370.64,1.38,5060.39,1.41,4194.76,1.43,684.93,1.44,26801.09,1.2417892E7,1.4,3,7,3,0
1322423510047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12177.22,2.98,2.41,3.55,38.39,3.6,18.83,3.65,12.36,545678.06,3.5,6,6,4,0
1322423510047,5,ACTIVE,2251402,Roger Federer,1.4,663.21,1.39,6372.57,1.38,5064.24,1.41,4189.94,1.43,684.93,1.44,26801.09,1.2418983E7,1.4,3,7,3,0
1322423511047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12177.22,2.98,2.41,3.55,30.27,3.6,18.83,3.65,12.36,545747.8,3.5,6,6,4,0
1322423511047,5,ACTIVE,2251402,Roger Federer,1.39,6162.57,1.38,5064.24,1.37,1004,1.4,1763.99,1.41,4189.94,1.43,684.93,1.242095E7,1.4,3,7,3,0
1322423512047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.35,2.26,3.3,12177.22,2.98,2.41,3.55,30.27,3.6,18.83,3.65,12.36,545750.4,3.5,6,6,4,0
1322423512047,5,ACTIVE,2251402,Roger Federer,1.39,6064.64,1.38,5064.24,1.37,1004,1.4,1611.47,1.41,4189.94,1.43,684.93,1.2421307E7,1.39,3,7,3,0
1322423513047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,178.93,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,18.83,3.65,12.36,545754.7,3.5,6,6,4,0
1322423513047,5,ACTIVE,2251402,Roger Federer,1.39,4418.54,1.38,5038.56,1.37,1004,1.4,1612.2,1.41,4189.94,1.43,684.93,1.2424627E7,1.39,3,7,3,0
1322423514047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,149.94,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,18.83,3.65,12.36,545812.7,3.5,6,6,4,0
1322423514047,5,ACTIVE,2251402,Roger Federer,1.39,4318.54,1.38,5038.56,1.37,1004,1.4,4271.85,1.41,4189.94,1.43,689.93,1.2424969E7,1.4,3,7,3,0
1322423515047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,149.94,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,17.12,3.65,12.36,545812.7,3.5,6,6,4,0
1322423515047,5,ACTIVE,2251402,Roger Federer,1.39,4318.54,1.38,4338.56,1.37,1004,1.4,4181.8,1.41,4189.94,1.43,689.93,1.2425166E7,1.4,3,7,3,0
1322423516047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,149.94,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,19.71,3.65,12.36,545812.7,3.5,6,6,4,0
1322423516047,5,ACTIVE,2251402,Roger Federer,1.39,2923.34,1.38,4038.9,1.37,1004,1.4,4187.62,1.41,4189.94,1.43,689.93,1.2425166E7,1.4,3,7,3,0
1322423517047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,149.94,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,19.71,3.65,12.36,545812.7,3.5,6,6,4,0
1322423517047,5,ACTIVE,2251402,Roger Federer,1.39,49.02,1.38,1109.96,1.37,4,1.4,4181.16,1.41,4189.94,1.43,689.93,1.2425179E7,1.4,3,7,3,0
1322423518047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,149.94,3.35,2.26,3.3,12177.22,3.55,28.56,3.6,19.71,3.65,12.36,545812.7,3.5,6,6,4,0
1322423518047,5,ACTIVE,2251402,Roger Federer,1.39,47.09,1.38,909.96,1.37,4,1.4,4243.27,1.41,4189.94,1.43,689.93,1.2425186E7,1.4,3,7,3,0
1322423519047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,148.23,3.35,2.26,3.3,12177.22,3.55,23.53,3.6,2.58,3.65,12.36,545821.1,3.55,6,6,4,0
1322423519047,5,ACTIVE,2251402,Roger Federer,1.38,909.96,1.37,4,1.36,26.85,1.4,4189.33,1.41,4189.94,1.43,689.93,1.2425453E7,1.4,3,7,3,0
1322423520047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,148.23,3.35,2.26,3.3,12177.22,5,5.42,7,2,9.2,2.58,546002.94,4.1,6,6,4,15
1322423520047,5,ACTIVE,2251402,Roger Federer,1.27,127,1.25,443.38,1.24,4.1,1.28,2832.48,1.4,4139.33,1.41,4189.94,1.2450501E7,1.28,3,7,3,0
1322423521047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.5,148.23,3.45,39.38,3.35,2.26,5,5.42,7,2,9.2,2.58,546002.94,4.1,6,6,4,15
1322423521047,5,ACTIVE,2251402,Roger Federer,1.27,127,1.25,443.38,1.24,4.1,1.28,2832.48,1.33,1000,1.4,4139.33,1.2450501E7,1.28,3,7,3,0
1322423522047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.1,333,3.5,148.23,3.45,39.38,7,2,9.2,2.58,12,5,546012.6,4.5,6,6,4,15
1322423522047,5,ACTIVE,2251402,Roger Federer,1.24,4.1,1.23,2181.32,1.22,2352.3,1.28,2817.43,1.29,5000,1.33,1000,1.2451682E7,1.28,3,7,3,0
1322423523047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.5,148.23,7,2,9.2,2.58,12,5,546012.6,4.5,6,6,4,15
1322423523047,5,ACTIVE,2251402,Roger Federer,1.27,47.5,1.24,4.1,1.23,2181.32,1.28,2603.38,1.29,5000,1.3,26791.09,1.245211E7,1.28,3,7,3,0
1322423524047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.5,148.23,7,2,9.2,2.58,12,5,546034.75,4.5,6,6,4,15
1322423524047,5,ACTIVE,2251402,Roger Federer,1.27,47.5,1.24,4.1,1.23,2181.32,1.28,2525.61,1.29,5000,1.3,26791.09,1.2452188E7,1.28,3,7,3,0
1322423525047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.5,148.23,4.6,2,7,2,9.2,2.58,546039,4.5,6,6,4,15
1322423525047,5,ACTIVE,2251402,Roger Federer,1.27,47.5,1.24,4.1,1.23,2181.32,1.28,2510.56,1.29,14405.82,1.3,26791.09,1.2452203E7,1.28,3,7,3,0
1322423526047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.5,148.23,7,2,9.2,2.58,12,5,546041,4.6,6,6,4,15
1322423526047,5,ACTIVE,2251402,Roger Federer,1.24,4.1,1.23,2181.32,1.22,501.61,1.27,145.25,1.28,2486.43,1.29,14405.82,1.2452353E7,1.27,3,7,3,0
1322423527047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.5,148.23,7,2,9.2,2.58,12,5,546041,4.6,6,6,4,15
1322423527047,5,ACTIVE,2251402,Roger Federer,1.24,1617,1.23,555.3,1.22,501.61,1.27,802.64,1.28,2486.43,1.29,14405.82,1.2452532E7,1.27,3,7,3,0
1322423528047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.6,7.92,7,2,9.2,2.58,12,5,546041,4.6,6,6,4,15
1322423528047,5,ACTIVE,2251402,Roger Federer,1.24,1617,1.23,555.3,1.22,501.61,1.25,10272.09,1.26,1587.3,1.27,10,1.2452536E7,1.25,3,7,3,0
1322423529047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,4.1,333,3.6,7.92,7,2,9.2,2.58,12,5,546041,4.6,6,6,4,15
1322423529047,5,ACTIVE,2251402,Roger Federer,1.24,2902.68,1.23,555.3,1.22,501.61,1.25,15404.45,1.26,1587.3,1.27,10,1.245597E7,1.24,3,7,3,0
1322423530047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,4.1,333,7,2,9.2,2.58,12,5,546041,4.6,6,6,4,15
1322423530047,5,ACTIVE,2251402,Roger Federer,1.24,3945.68,1.23,555.3,1.22,501.61,1.25,10366.51,1.26,1587.3,1.27,145.89,1.2466099E7,1.25,3,7,3,0
1322423531047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,85.61,4.8,394.74,4.3,8118.15,7,2,9.2,2.58,12,5,546060.5,5.2,6,6,4,15
1322423531047,5,ACTIVE,2251402,Roger Federer,1.24,550,1.23,555.3,1.22,501.61,1.25,10364.51,1.26,1587.3,1.27,5063.37,1.2466185E7,1.24,3,7,3,0
1322423532047,5,ACTIVE,2444577,Jo Wilfried Tsonga,5,85.61,4.8,394.74,4.3,8118.15,7,2,9.2,2.58,12,5,546146.06,5.2,6,6,4,15
1322423532047,5,ACTIVE,2251402,Roger Federer,1.24,89.31,1.23,555.3,1.22,501.61,1.25,2110.86,1.26,1587.3,1.27,4528.28,1.2483155E7,1.24,3,7,3,0
1322423533047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,3.6,189.18,7,2,9.2,2.58,12,5,546231.7,5,6,6,4,15
1322423533047,5,ACTIVE,2251402,Roger Federer,1.24,83.03,1.23,555.3,1.22,501.61,1.26,1492.14,1.27,4588.83,1.28,5262.46,1.2487922E7,1.26,3,7,3,0
1322423534047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,546233.7,5,6,6,4,15
1322423534047,5,ACTIVE,2251402,Roger Federer,1.24,168.06,1.23,555.3,1.22,501.61,1.25,296.9,1.26,1492.14,1.27,4561.31,1.2487972E7,1.25,3,7,3,0
1322423535047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,546253.7,5,6,6,4,15
1322423535047,5,ACTIVE,2251402,Roger Federer,1.23,1626.12,1.22,125,1.2,1067.8,1.24,123.71,1.25,2105.22,1.27,4410.28,1.2490654E7,1.24,3,7,3,0
1322423536047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,546253.7,5,6,6,4,15
1322423536047,5,ACTIVE,2251402,Roger Federer,1.24,200,1.23,1566.12,1.22,125,1.25,1961.36,1.27,4153.43,1.28,5262.46,1.2491628E7,1.25,3,7,3,0
1322423537047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,394.74,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,546256.5,5.4,6,6,4,15
1322423537047,5,ACTIVE,2251402,Roger Federer,1.23,1383.21,1.22,125,1.2,1067.8,1.24,139.78,1.25,1784.81,1.27,48.94,1.2492845E7,1.24,3,7,3,0
1322423538047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,33.26,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,547130.7,4.5,6,6,4,15
1322423538047,5,ACTIVE,2251402,Roger Federer,1.23,2461.91,1.22,125,1.2,1067.8,1.24,8334.24,1.28,425.35,1.29,9405.82,1.251757E7,1.24,3,7,3,0
1322423539047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.8,33.26,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,547138.2,5.1,6,6,4,15
1322423539047,5,ACTIVE,2251402,Roger Federer,1.23,1078.7,1.22,771.74,1.2,1067.8,1.24,3728.75,1.28,425.35,1.29,9405.82,1.2529879E7,1.24,3,7,3,0
1322423540047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.9,2.56,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,547141.4,5.1,6,6,4,15
1322423540047,5,ACTIVE,2251402,Roger Federer,1.23,1522.7,1.22,771.74,1.21,172.08,1.24,1380.55,1.25,597.74,1.28,425.35,1.2534991E7,1.24,3,7,3,0
1322423541047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.9,2.56,4.3,8118.15,3.5,148.23,7,2,9.2,2.58,12,5,547179.7,5.1,6,6,4,15
1322423541047,5,ACTIVE,2251402,Roger Federer,1.23,1499.53,1.22,771.74,1.21,172.08,1.24,2334.67,1.25,597.74,1.28,425.35,1.2535475E7,1.24,3,7,3,0
1322423542047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,7,2,9.2,2.58,12,5,547204.2,5.1,6,6,4,15
1322423542047,5,ACTIVE,2251402,Roger Federer,1.23,1439.53,1.22,771.74,1.21,172.08,1.24,3593.43,1.25,597.74,1.28,425.35,1.2541416E7,1.23,3,7,3,0
1322423543047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,7,2,9.2,2.58,12,5,547209.6,5.1,6,6,4,15
1322423543047,5,ACTIVE,2251402,Roger Federer,1.23,1344.49,1.22,771.74,1.21,172.08,1.24,1752.9,1.25,597.74,1.28,425.35,1.2546941E7,1.24,3,7,3,0
1322423544047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,7,2,9.2,2.58,12,5,547272.5,5.1,6,6,4,15
1322423544047,5,ACTIVE,2251402,Roger Federer,1.23,6328.67,1.22,771.74,1.21,172.08,1.24,374.02,1.25,597.74,1.28,425.35,1.2549746E7,1.23,3,7,3,0
1322423545047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,7,2,9.2,2.58,12,5,547303.2,5.1,6,6,4,15
1322423545047,5,ACTIVE,2251402,Roger Federer,1.23,5874.56,1.22,771.74,1.21,172.08,1.24,151.74,1.29,9405.82,1.3,26791.09,1.2554202E7,1.24,3,7,3,0
1322423546047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,5,171.23,7,2,8,111,547319.75,5,6,6,4,15
1322423546047,5,ACTIVE,2251402,Roger Federer,1.24,421.56,1.23,5874.56,1.22,771.74,1.27,4.44,1.29,9405.82,1.3,26791.09,1.2555309E7,1.24,3,7,3,0
1322423547047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,5,127.94,7,2,8,111,547363,5,6,6,4,15
1322423547047,5,ACTIVE,2251402,Roger Federer,1.24,627.09,1.23,9625.64,1.22,771.74,1.27,4.44,1.29,9405.82,1.3,26791.09,1.2555575E7,1.25,3,7,3,0
1322423548047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,5,23.76,7,2,8,111,547497.4,5.1,6,6,4,15
1322423548047,5,ACTIVE,2251402,Roger Federer,1.25,40.65,1.24,373.12,1.23,200.29,1.29,8517.82,1.3,26791.09,1.32,176.23,1.2583109E7,1.25,3,7,3,0
1322423549047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,5,79.89,5.6,2,7,2,547589.94,5,6,6,4,15
1322423549047,5,ACTIVE,2251402,Roger Federer,1.25,36.37,1.24,638.44,1.23,200.29,1.27,151.88,1.29,8517.82,1.3,26791.09,1.2583156E7,1.25,3,7,3,0
1322423550047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,5.6,2,7,2,8,111,547693.9,5.3,6,6,4,15
1322423550047,5,ACTIVE,2251402,Roger Federer,1.22,2368.49,1.19,5.23,1.18,357,1.23,601.69,1.24,3000,1.27,150.17,1.2587709E7,1.23,3,7,3,0
1322423551047,5,ACTIVE,2444577,Jo Wilfried Tsonga,4.3,8118.15,3.5,148.23,3.45,39.38,7,2,8,111,9.2,2.71,547720.2,5.5,6,6,4,15
1322423551047,5,ACTIVE,2251402,Roger Federer,1.19,5.23,1.18,357,1.17,51.37,1.2,5553.07,1.22,2693.53,1.24,2861.21,1.2590437E7,1.2,3,7,3,0
