Barclays ATP World Tour Finals - Tsonga vs Federer
Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points
1322423061047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.72,49.75,2.66,142.5,3.35,276,3.5,3.76,4.5,42.8,521717.03,3,6,6,3,15
1322423061047,5,ACTIVE,2251402,Roger Federer,1.46,5546.62,1.45,25152.48,1.44,8989.18,1.48,21.4,1.49,4434.27,1.5,21475.04,1.1779032E7,1.49,3,7,2,30
1322423062047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.72,49.75,2.66,210.5,3.35,276,3.5,3.76,4.5,42.8,521717.03,3,6,6,3,15
1322423062047,5,ACTIVE,2251402,Roger Federer,1.47,951.19,1.46,5546.62,1.45,25152.48,1.48,2763.13,1.49,3091.99,1.5,22375.04,1.1779032E7,1.49,3,7,2,30
1322423063047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.72,49.75,3.35,276,3.5,3.76,4.5,42.8,521813.16,3.15,6,6,3,15
1322423063047,5,ACTIVE,2251402,Roger Federer,1.47,798.76,1.46,5546.62,1.45,25077.48,1.48,5587.64,1.49,3091.99,1.5,22375.04,1.1779236E7,1.47,3,7,2,30
1322423064047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.05,17.12,2.98,88.18,2.96,6976.02,3.35,276,3.5,3.76,4.5,42.8,521813.16,3.15,6,6,3,15
1322423064047,5,ACTIVE,2251402,Roger Federer,1.47,823.76,1.46,5546.62,1.45,25077.48,1.48,5587.64,1.49,5755.51,1.5,22375.04,1.1779236E7,1.47,3,7,2,30
1322423065047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.05,17.12,2.98,88.18,2.96,6976.02,3.3,32.01,3.35,276,3.5,3.76,521813.16,3.15,6,6,3,15
1322423065047,5,ACTIVE,2251402,Roger Federer,1.47,214.04,1.46,5496.38,1.45,25077.48,1.48,6104.61,1.49,5755.51,1.5,22375.04,1.1781316E7,1.46,3,7,2,30
1322423066047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.72,4.67,3.1,16.25,3.3,32.01,3.35,276,522018,3.05,6,6,3,15
1322423066047,5,ACTIVE,2251402,Roger Federer,1.47,3370.75,1.46,5496.38,1.45,25077.48,1.48,4041.6,1.49,5755.51,1.5,19051.54,1.1785291E7,1.48,3,7,2,30
1322423067047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.72,4.67,3.1,16.25,3.3,32.01,3.35,276,522018,3.05,6,6,3,15
1322423067047,5,ACTIVE,2251402,Roger Federer,1.47,3370.75,1.46,5496.38,1.45,25077.48,1.48,4041.6,1.49,5755.51,1.5,19051.54,1.1785291E7,1.48,3,7,2,30
1322423068047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.72,4.67,3.1,16.25,3.5,3.76,4.5,42.8,522018,3.05,6,6,3,15
1322423068047,5,ACTIVE,2251402,Roger Federer,1.47,3424.35,1.46,5496.38,1.45,25077.48,1.48,3041.59,1.49,5757.69,1.5,19051.54,1.1787333E7,1.48,3,7,2,30
1322423069047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.72,4.67,3.1,16.25,3.5,3.76,4.5,42.8,522026.56,3.05,6,6,3,15
1322423069047,5,ACTIVE,2251402,Roger Federer,1.47,2442.9,1.46,5496.38,1.45,25077.48,1.48,3707.17,1.49,4806.49,1.5,19051.54,1.178985E7,1.47,3,7,2,30
1322423070047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.66,147.63,3.1,16.25,3.5,3.76,4.5,42.8,522026.56,3.05,6,6,3,15
1322423070047,5,ACTIVE,2251402,Roger Federer,1.47,2464.17,1.46,5496.38,1.45,25077.48,1.48,3669.64,1.49,4806.49,1.5,19051.54,1.1789925E7,1.48,3,7,2,30
1322423071047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.98,88.18,2.96,6976.02,2.66,147.63,3.1,16.25,3.5,3.76,4.5,42.8,522026.56,3.05,6,6,3,15
1322423071047,5,ACTIVE,2251402,Roger Federer,1.47,2334.53,1.46,5496.38,1.45,25077.48,1.48,1627.96,1.49,4806.49,1.5,19051.54,1.1794268E7,1.48,3,7,2,30
1322423072047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,147.63,2.6,8371.57,3.1,41.93,3.5,3.76,4.5,42.8,522031.56,3.05,6,6,3,15
1322423072047,5,ACTIVE,2251402,Roger Federer,1.47,2640.39,1.46,5496.38,1.45,25077.48,1.48,1494.45,1.49,4806.49,1.5,18151.54,1.1794548E7,1.47,3,7,2,30
1322423073047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,147.63,2.6,8371.57,3.05,78.38,3.1,41.93,3.3,31.3,522243.88,3.05,6,6,3,15
1322423073047,5,ACTIVE,2251402,Roger Federer,1.48,41.67,1.47,3084.39,1.46,5496.38,1.49,4802.49,1.5,18151.54,1.58,5,1.1797112E7,1.49,3,7,2,30
1322423074047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,147.63,2.6,8371.57,3.05,78.38,3.1,41.93,3.3,31.3,522245.6,3,6,6,3,15
1322423074047,5,ACTIVE,2251402,Roger Federer,1.48,270.78,1.47,3080.11,1.46,5496.38,1.49,3052,1.5,18151.54,1.58,5,1.1797581E7,1.48,3,7,2,30
1322423075047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,147.63,2.6,8371.57,3.1,25.47,3.3,31.3,3.5,3.76,522477.34,3.1,6,6,3,15
1322423075047,5,ACTIVE,2251402,Roger Federer,1.48,15.13,1.47,2869.04,1.46,5496.38,1.49,2797.29,1.5,18151.54,1.59,15,1.1799505E7,1.49,3,7,2,30
1322423076047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,147.63,2.6,8371.57,3.15,438.15,3.3,31.3,3.5,3.76,522624.1,3.15,6,6,3,15
1322423076047,5,ACTIVE,2251402,Roger Federer,1.47,2824.54,1.46,200,1.45,25077.48,1.49,2780.05,1.5,18151.54,1.59,15,1.1799762E7,1.48,3,7,2,30
1322423077047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,5.13,2.6,8371.57,3.3,31.3,3.5,3.76,3.55,276,522625.78,3,6,6,3,15
1322423077047,5,ACTIVE,2251402,Roger Federer,1.48,475,1.47,106.88,1.46,200,1.49,2629.6,1.5,13395.54,1.57,11.71,1.1800112E7,1.48,3,7,2,30
1322423078047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,5.13,2.6,8371.57,3.05,42.8,3.3,31.3,3.5,3.76,522627.78,3,6,6,3,15
1322423078047,5,ACTIVE,2251402,Roger Federer,1.48,954.92,1.47,108.8,1.46,200,1.49,2197.49,1.5,13395.54,1.57,10,1.1801038E7,1.49,3,7,2,30
1322423079047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.68,85.61,2.66,5.13,3.3,31.3,3.5,3.76,3.55,276,522670.6,3.05,6,6,3,15
1322423079047,5,ACTIVE,2251402,Roger Federer,1.45,74.05,1.44,8964.53,1.43,1379.96,1.46,1533.25,1.49,2197.49,1.5,13395.54,1.1803993E7,1.46,3,7,2,30
1322423080047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.68,85.61,2.66,5.13,3.3,31.3,3.5,3.76,3.55,276,522782.88,3.15,6,6,3,15
1322423080047,5,ACTIVE,2251402,Roger Federer,1.48,69.97,1.45,66.35,1.44,8964.53,1.49,2197.49,1.5,13395.54,1.57,10,1.1805044E7,1.48,3,7,2,30
1322423081047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.68,85.61,2.66,5.13,3.3,31.3,3.5,3.76,3.55,276,522811.56,3.05,6,6,3,15
1322423081047,5,ACTIVE,2251402,Roger Federer,1.45,66.35,1.44,8964.53,1.43,31.82,1.48,2566.6,1.49,2197.49,1.5,13395.54,1.1805332E7,1.48,3,7,2,30
1322423082047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,30.77,2.96,6976.02,2.68,85.61,3.5,3.76,3.55,276,4.5,42.8,522866,3.15,6,6,3,15
1322423082047,5,ACTIVE,2251402,Roger Federer,1.45,66.35,1.44,8964.53,1.43,31.82,1.48,2680.95,1.49,2197.49,1.5,13395.54,1.1805348E7,1.48,3,7,2,30
1322423083047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.2,114.55,3.15,30.77,2.96,6976.02,3.5,3.76,3.55,276,4.5,42.8,522869.9,3.2,6,6,3,15
1322423083047,5,ACTIVE,2251402,Roger Federer,1.45,66.35,1.44,8524.64,1.43,31.82,1.47,3199.37,1.48,2680.95,1.49,2197.49,1.1805446E7,1.46,3,7,2,30
1322423084047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.2,93.52,3.15,30.77,2.96,6976.02,3.5,3.76,3.55,276,4.5,42.8,522908.06,3.2,6,6,3,15
1322423084047,5,ACTIVE,2251402,Roger Federer,1.45,66.35,1.44,8524.64,1.43,31.82,1.47,3199.37,1.48,2680.95,1.49,2197.49,1.1805455E7,1.46,3,7,2,30
1322423085047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.15,30.77,2.96,6976.02,2.66,8.13,3.5,3.76,3.55,276,4.5,42.8,523091.12,3.2,6,6,3,15
1322423085047,5,ACTIVE,2251402,Roger Federer,1.45,158.52,1.44,8524.64,1.43,31.82,1.47,1266.85,1.48,2552.52,1.49,2197.49,1.1809333E7,1.47,3,7,2,30
1322423086047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,8.13,2.6,8371.57,3.5,3.76,4.5,42.8,5,5.42,523550,3.1,6,6,3,15
1322423086047,5,ACTIVE,2251402,Roger Federer,1.45,160.52,1.44,8526.64,1.43,31.82,1.46,14,1.47,1755.75,1.48,7308.51,1.1810312E7,1.46,3,7,2,30
1322423087047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,8.13,2.6,8371.57,3.5,3.76,4.5,42.8,5,5.42,523550,3.1,6,6,3,15
1322423087047,5,ACTIVE,2251402,Roger Federer,1.46,276.19,1.45,2091.44,1.44,8526.64,1.47,367.73,1.48,2542.59,1.49,2197.49,1.1810426E7,1.46,3,7,2,30
1322423088047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.96,6976.02,2.66,8.13,2.6,8371.57,3.5,3.76,4.5,42.8,5,5.42,523552,3.1,6,6,3,15
1322423088047,5,ACTIVE,2251402,Roger Federer,1.46,278.11,1.45,4248.39,1.44,8526.64,1.47,354.95,1.48,2542.59,1.49,2197.49,1.1810447E7,1.47,3,7,2,30
1322423089047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.05,15,2.96,6976.02,2.66,8.13,3.5,3.76,4.5,42.8,5,5.42,523552,3.1,6,6,3,15
1322423089047,5,ACTIVE,2251402,Roger Federer,1.46,254.79,1.45,4248.39,1.44,8526.64,1.47,354.95,1.48,3042.59,1.49,2197.49,1.181049E7,1.46,3,7,2,30
1322423090047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.05,15.02,2.96,6976.02,2.66,8.13,3.5,3.76,4.5,42.8,5,5.42,523552,3.1,6,6,3,15
1322423090047,5,ACTIVE,2251402,Roger Federer,1.46,254.79,1.45,4162.78,1.44,8526.64,1.47,350.45,1.48,3042.59,1.49,2197.49,1.1810499E7,1.47,3,7,2,30
1322423091047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,141.26,3.05,15,2.96,6976.02,3.5,3.76,3.65,276,4.5,42.8,523567.62,3.2,6,6,3,15
1322423091047,5,ACTIVE,2251402,Roger Federer,1.45,4162.78,1.44,8526.64,1.43,31.82,1.47,268.28,1.48,3044.3,1.49,2197.49,1.1810704E7,1.46,3,7,2,30
1322423092047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,121.57,3.05,15,3,70,3.5,3.76,3.65,276,4.5,42.8,523619,3.1,6,6,3,15
1322423092047,5,ACTIVE,2251402,Roger Federer,1.45,3986,1.44,8526.64,1.43,33.82,1.47,268.28,1.48,501.71,1.49,7.17,1.1811087E7,1.45,3,7,2,30
1322423093047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.1,121.57,3.05,15,3,70,3.45,28.3,3.5,3.76,3.65,276,523619,3.1,6,6,3,15
1322423093047,5,ACTIVE,2251402,Roger Federer,1.45,3693.05,1.44,8526.64,1.43,33.82,1.47,268.28,1.48,501.71,1.49,7.17,1.1811672E7,1.45,3,7,2,30
1322423094047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.2,42.8,3.15,67.3,3.05,15,3.45,28.3,3.5,3.76,3.65,276,523619,3.1,6,6,3,30
1322423094047,5,ACTIVE,2251402,Roger Federer,1.45,3693.05,1.44,8526.64,1.43,33.82,1.46,10,1.47,217.47,1.48,501.71,1.1811767E7,1.47,3,7,2,30
1322423095047,5,ACTIVE,2444577,Jo Wilfried Tsonga,3.2,42.8,3.15,67.3,3.05,15,3.45,28.3,3.5,3.76,3.65,276,523619,3.1,6,6,3,30
1322423095047,5,ACTIVE,2251402,Roger Federer,1.45,3693.05,1.44,8526.64,1.43,33.82,1.46,10,1.47,217.47,1.48,501.71,1.1811767E7,1.47,3,7,2,30
1322423096047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,3.45,28.3,3.5,3.76,3.65,276,523814.1,3,6,6,3,30
1322423096047,5,ACTIVE,2251402,Roger Federer,1.55,3586.67,1.53,9128.87,1.45,3693.05,1.57,11.71,1.58,7.7,1.6,143.98,1.1813661E7,1.55,3,7,2,30
1322423097047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,3.45,28.3,3.5,3.76,3.65,276,523814.1,3,6,6,3,30
1322423097047,5,ACTIVE,2251402,Roger Federer,1.55,3586.67,1.53,10128.87,1.45,3693.05,1.57,11.71,1.58,7.7,1.6,143.98,1.1813661E7,1.55,3,7,2,30
1322423098047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14883.56,2.96,40,3.45,28.3,523814.1,3,6,6,3,30
1322423098047,5,ACTIVE,2251402,Roger Federer,1.56,26791.09,1.55,3576.67,1.53,10128.87,1.57,11.71,1.58,7.7,1.6,143.98,1.1813681E7,1.55,3,7,2,30
1322423099047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,40,3.45,28.3,523985.34,2.8,6,6,3,30
1322423099047,5,ACTIVE,2251402,Roger Federer,1.56,26753.67,1.55,3576.67,1.53,10128.87,1.57,11.71,1.58,7.7,1.6,122.57,1.1813756E7,1.56,3,7,2,30
1322423100047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,40,3,5,523985.34,2.8,6,6,3,30
1322423100047,5,ACTIVE,2251402,Roger Federer,1.56,26751.67,1.55,3576.67,1.53,4476.89,1.57,5,1.58,7.7,1.6,122.57,1.1813783E7,1.56,3,7,2,30
1322423101047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,40,3,5,523985.34,2.8,6,6,3,30
1322423101047,5,ACTIVE,2251402,Roger Federer,1.56,26751.67,1.55,3576.67,1.53,3476.89,1.57,5,1.58,12.7,1.6,122.57,1.1813783E7,1.56,3,7,2,30
1322423102047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14809.94,2.96,40,3,5,523985.34,2.8,6,6,3,30
1322423102047,5,ACTIVE,2251402,Roger Federer,1.56,26741.67,1.55,3576.67,1.52,1315.79,1.57,5,1.58,12.7,1.59,5,1.1813803E7,1.56,3,7,2,30
1322423103047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14809.94,2.96,40,3,5,523985.34,2.8,6,6,3,30
1322423103047,5,ACTIVE,2251402,Roger Federer,1.57,774.11,1.56,32497.66,1.55,3576.67,1.58,5,1.59,5,1.6,127.57,1.1813813E7,1.57,3,7,2,30
1322423104047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14809.94,2.96,44.28,3,5,523985.34,2.8,6,6,3,30
1322423104047,5,ACTIVE,2251402,Roger Federer,1.57,783.69,1.56,33495.66,1.55,3576.67,1.58,5,1.59,5,1.6,127.57,1.1813813E7,1.57,3,7,2,30
1322423105047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14809.94,2.88,17.12,2.96,44.28,523985.34,2.8,6,6,3,30
1322423105047,5,ACTIVE,2251402,Roger Federer,1.56,34513.56,1.55,3576.67,1.54,158.54,1.58,5,1.59,5,1.6,127.57,1.181383E7,1.57,3,7,2,30
1322423106047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,523993.9,2.76,6,6,3,30
1322423106047,5,ACTIVE,2251402,Roger Federer,1.57,6734.96,1.56,34513.56,1.55,3576.67,1.58,5,1.59,18.47,1.6,127.57,1.1813851E7,1.57,3,7,2,30
1322423107047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,523993.9,2.76,6,6,3,30
1322423107047,5,ACTIVE,2251402,Roger Federer,1.58,10.58,1.57,11782.05,1.56,35795.61,1.59,18.47,1.6,127.57,1.61,1249.24,1.1813869E7,1.58,3,7,2,30
1322423108047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,523993.9,2.76,6,6,3,30
1322423108047,5,ACTIVE,2251402,Roger Federer,1.57,12776.46,1.56,35775.71,1.55,3576.67,1.59,18.47,1.6,127.57,1.61,1256.94,1.1813902E7,1.57,3,7,2,30
1322423109047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524001.4,2.76,6,6,3,30
1322423109047,5,ACTIVE,2251402,Roger Federer,1.57,12719.27,1.56,33779.71,1.55,3576.67,1.59,18.47,1.6,127.57,1.61,1256.94,1.1814003E7,1.57,3,7,2,30
1322423110047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524004.4,2.76,6,6,3,30
1322423110047,5,ACTIVE,2251402,Roger Federer,1.57,14694.07,1.56,32784.74,1.55,3576.67,1.58,5,1.59,18.47,1.6,127.57,1.1814048E7,1.57,3,7,2,30
1322423111047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524004.4,2.76,6,6,3,30
1322423111047,5,ACTIVE,2251402,Roger Federer,1.58,44.82,1.57,14742.06,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.181407E7,1.58,3,7,2,30
1322423112047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524010.12,2.74,6,6,3,30
1322423112047,5,ACTIVE,2251402,Roger Federer,1.58,692.78,1.57,12746.06,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1814284E7,1.58,3,7,2,30
1322423113047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.74,119.86,2.78,17.12,2.8,14809.94,524027.25,2.74,6,6,3,30
1322423113047,5,ACTIVE,2251402,Roger Federer,1.58,404.54,1.57,12704,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1816861E7,1.58,3,7,2,30
1322423114047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524275.53,2.74,6,6,3,30
1322423114047,5,ACTIVE,2251402,Roger Federer,1.58,390.56,1.57,12704,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1816879E7,1.58,3,7,2,30
1322423115047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.78,17.12,2.8,14809.94,2.96,44.28,524275.53,2.74,6,6,3,30
1322423115047,5,ACTIVE,2251402,Roger Federer,1.58,53.37,1.57,13004,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1817939E7,1.58,3,7,2,30
1322423116047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.8,14809.94,2.96,44.28,3,30.68,524289.5,2.74,6,6,3,30
1322423116047,5,ACTIVE,2251402,Roger Federer,1.58,2081.58,1.57,13004,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1817986E7,1.58,3,7,2,30
1322423117047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.8,14809.94,2.96,44.28,3,30.68,524289.5,2.74,6,6,3,30
1322423117047,5,ACTIVE,2251402,Roger Federer,1.58,3013.7,1.57,13004,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1818897E7,1.58,3,7,2,30
1322423118047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.8,14809.94,2.96,44.28,3,30.68,524289.5,2.74,6,6,3,30
1322423118047,5,ACTIVE,2251402,Roger Federer,1.58,2422.21,1.57,12952,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.182008E7,1.58,3,7,2,30
1322423119047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.52,986.84,2.5,35.58,2.8,14797.94,2.96,44.28,3,30.68,524289.5,2.74,6,6,3,30
1322423119047,5,ACTIVE,2251402,Roger Federer,1.58,2416.79,1.57,13102,1.56,31502.69,1.59,68.47,1.6,127.57,1.61,14.7,1.1820091E7,1.58,3,7,2,30
1322423120047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,44.28,3,30.68,524751.25,2.74,6,6,3,30
1322423120047,5,ACTIVE,2251402,Roger Federer,1.58,1634.96,1.57,12102,1.56,31502.69,1.59,568.47,1.6,129.57,1.61,14.7,1.1821057E7,1.58,3,7,2,30
1322423121047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,230.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,44.28,3,30.68,524798,2.68,6,6,3,30
1322423121047,5,ACTIVE,2251402,Roger Federer,1.58,1600.91,1.57,12102,1.56,31502.69,1.59,494.39,1.6,129.57,1.61,14.7,1.1821194E7,1.59,3,7,2,30
1322423122047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.8,14797.94,2.96,44.28,3,30.68,524819.44,2.74,6,6,3,30
1322423122047,5,ACTIVE,2251402,Roger Federer,1.58,1372.56,1.57,12102,1.56,31502.69,1.59,494.39,1.6,129.57,1.61,14.7,1.1821614E7,1.58,3,7,2,30
1322423123047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.96,44.28,3,30.68,3.1,17,525013.6,2.74,6,6,3,30
1322423123047,5,ACTIVE,2251402,Roger Federer,1.58,1098.59,1.57,11802,1.56,4761.02,1.59,48.09,1.6,129.57,1.61,14.7,1.1822525E7,1.58,3,7,2,30
1322423124047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.66,8.13,2.5,35.58,2.4,856.16,2.74,4.76,2.96,44.28,3,30.68,525033.2,2.74,6,6,3,30
1322423124047,5,ACTIVE,2251402,Roger Federer,1.57,7155.03,1.56,4761.02,1.55,3576.67,1.58,335.59,1.59,27.86,1.6,120.32,1.1824743E7,1.58,3,7,2,30
1322423125047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,2.74,2.66,8.13,2.5,35.58,2.96,44.28,3,5,3.1,17,525042.75,2.74,6,6,3,30
1322423125047,5,ACTIVE,2251402,Roger Federer,1.57,7130.03,1.56,4761.02,1.55,3576.67,1.58,3120.16,1.59,27.86,1.6,128.88,1.1824793E7,1.57,3,7,2,30
1322423126047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,2.74,2.68,150,2.66,8.13,2.96,44.28,3,5,3.1,17,525042.75,2.74,6,6,3,30
1322423126047,5,ACTIVE,2251402,Roger Federer,1.57,5856.14,1.56,4761.02,1.55,3576.67,1.58,3116.77,1.59,2027.86,1.6,128.88,1.1827347E7,1.58,3,7,2,30
1322423127047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,2.74,2.68,380.56,2.66,8.13,2.96,44.28,3,5,3.1,17,525042.75,2.74,6,6,3,30
1322423127047,5,ACTIVE,2251402,Roger Federer,1.57,5856.14,1.56,4761.02,1.55,3576.67,1.58,2803.83,1.59,2034.32,1.6,128.88,1.1827973E7,1.58,3,7,2,30
1322423128047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.68,380.56,2.66,8.13,2.5,35.58,2.96,44.28,3,5,3.1,17,525059.5,2.72,6,6,3,30
1322423128047,5,ACTIVE,2251402,Roger Federer,1.57,5706.14,1.56,4761.02,1.55,3576.67,1.58,2732.45,1.59,2034.32,1.6,128.88,1.1828097E7,1.58,3,7,2,30
1322423129047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.68,380.56,2.66,8.13,2.5,35.58,2.74,2,2.96,4.28,3,5,525059.5,2.72,6,6,3,30
1322423129047,5,ACTIVE,2251402,Roger Federer,1.57,5697.58,1.56,4761.02,1.55,3576.67,1.58,2732.45,1.59,2034.32,1.6,133.16,1.1828114E7,1.57,3,7,2,30
1322423130047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,134.98,2.68,158.56,2.66,8.13,2.96,4.28,3,5,3.1,17,525115.2,2.74,6,6,3,30
1322423130047,5,ACTIVE,2251402,Roger Federer,1.57,5637.06,1.56,4761.02,1.55,3576.67,1.58,657.93,1.59,2034.42,1.6,133.16,1.1832324E7,1.57,3,7,2,30
1322423131047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,134.98,2.68,158.56,2.66,8.13,2.96,4.28,3,5,3.1,17,525115.2,2.74,6,6,3,30
1322423131047,5,ACTIVE,2251402,Roger Federer,1.57,3637.06,1.56,4761.02,1.55,3576.67,1.58,659.93,1.59,2034.42,1.6,133.16,1.1832324E7,1.57,3,7,2,30
1322423132047,5,ACTIVE,2444577,Jo Wilfried Tsonga,2.74,109.48,2.68,158.56,2.66,8.13,2.96,4.28,3,5,3.1,17,525166.2,2.74,6,6,3,30
1322423132047,5,ACTIVE,2251402,Roger Federer,1.57,2249.05,1.56,4761.02,1.55,3576.67,1.58,659.93,1.59,2034.42,1.6,133.16,1.18351E7,1.57,3,7,2,30
